Date,cash_type,money,coffee_name,Time_fixed
5/19/2024,card,23.02,Espresso,0.00:13:47
5/19/2024,card,37.72,Hot Chocolate,0.00:16:30
5/19/2024,card,37.72,Cappuccino,0.00:51:07
5/19/2024,card,37.72,Cappuccino,0.00:15:41
5/19/2024,card,37.72,Cappuccino,0.00:18:36
5/20/2024,card,32.82,Americano with Milk,0.00:05:59
5/20/2024,card,37.72,Latte,0.00:17:51
5/20/2024,card,37.72,Latte,0.00:58:48
5/20/2024,card,27.92,Americano,0.00:15:16
5/20/2024,card,27.92,Americano,0.00:16:19
5/20/2024,card,27.92,Americano,0.00:27:13
5/20/2024,card,27.92,Americano,0.00:28:10
5/20/2024,card,32.82,Americano with Milk,0.00:13:19
5/20/2024,card,37.72,Cappuccino,0.00:14:31
5/20/2024,cash,29,Americano,0.00:32:21
5/20/2024,card,37.72,Latte,0.00:12:51
5/20/2024,card,37.72,Latte,0.00:13:56
5/20/2024,card,32.82,Americano with Milk,0.00:36:48
5/20/2024,card,37.72,Cocoa,0.00:37:57
5/20/2024,card,27.92,Cortado,0.00:46:52
5/20/2024,card,32.82,Americano with Milk,0.00:36:54
5/20/2024,card,32.82,Americano with Milk,0.00:37:57
5/21/2024,card,37.72,Latte,0.00:27:38
5/21/2024,cash,29,Americano,0.00:43:50
5/21/2024,cash,34,Americano with Milk,0.00:44:40
5/21/2024,cash,39,Cocoa,0.00:46:09
5/21/2024,cash,39,Latte,0.00:05:08
5/21/2024,card,37.72,Latte,0.00:10:20
5/21/2024,card,23.02,Espresso,0.00:13:24
5/21/2024,card,37.72,Cappuccino,0.00:11:09
5/21/2024,card,37.72,Cappuccino,0.00:13:48
5/22/2024,card,37.72,Cappuccino,0.00:34:41
5/22/2024,card,32.82,Americano with Milk,0.00:49:47
5/22/2024,card,27.92,Cortado,0.00:18:14
5/22/2024,card,32.82,Americano with Milk,0.00:34:55
5/22/2024,card,27.92,Americano,0.00:29:50
5/22/2024,card,27.92,Americano,0.00:30:43
5/22/2024,card,32.82,Americano with Milk,0.00:00:20
5/22/2024,card,37.72,Cappuccino,0.00:24:58
5/22/2024,card,37.72,Cappuccino,0.00:25:58
5/22/2024,card,37.72,Hot Chocolate,0.00:23:53
5/22/2024,card,37.72,Cappuccino,0.00:24:49
5/23/2024,card,37.72,Cappuccino,0.00:10:19
5/23/2024,card,23.02,Espresso,0.00:22:06
5/23/2024,card,37.72,Cappuccino,0.00:55:16
5/23/2024,card,37.72,Cappuccino,0.00:56:27
5/23/2024,card,37.72,Cappuccino,0.00:18:14
5/23/2024,card,37.72,Latte,0.00:41:00
5/23/2024,card,37.72,Cappuccino,0.00:14:33
5/23/2024,card,37.72,Latte,0.00:15:44
5/23/2024,card,27.92,Cortado,0.00:03:53
5/23/2024,card,37.72,Cappuccino,0.00:17:28
5/23/2024,card,37.72,Cappuccino,0.00:18:26
5/23/2024,card,37.72,Cappuccino,0.00:42:31
5/23/2024,card,37.72,Cappuccino,0.00:15:01
5/23/2024,card,37.72,Latte,0.00:16:24
5/23/2024,card,32.82,Americano with Milk,0.00:48:10
5/23/2024,cash,39,Hot Chocolate,0.00:55:36
5/24/2024,card,27.92,Cortado,0.00:11:59
5/24/2024,card,27.92,Americano,0.00:15:08
5/24/2024,card,27.92,Americano,0.00:16:13
5/24/2024,card,37.72,Hot Chocolate,0.00:07:19
5/24/2024,card,27.92,Cortado,0.00:17:40
5/24/2024,card,27.92,Cortado,0.00:18:36
5/24/2024,card,32.82,Americano with Milk,0.00:30:40
5/25/2024,cash,29,Americano,0.00:40:58
5/25/2024,card,37.72,Latte,0.00:13:53
5/25/2024,cash,29,Americano,0.00:40:23
5/25/2024,card,32.82,Americano with Milk,0.00:42:10
5/25/2024,card,32.82,Americano with Milk,0.00:43:13
5/25/2024,card,32.82,Americano with Milk,0.00:58:12
5/25/2024,card,32.82,Americano with Milk,0.00:47:09
5/25/2024,card,27.92,Americano,0.00:48:16
5/26/2024,card,37.72,Latte,0.00:20:02
5/26/2024,card,32.82,Americano with Milk,0.00:24:49
5/26/2024,card,27.92,Cortado,0.00:26:05
5/26/2024,card,32.82,Americano with Milk,0.00:40:58
5/26/2024,card,37.72,Cappuccino,0.00:19:15
5/26/2024,card,37.72,Hot Chocolate,0.00:09:52
5/26/2024,card,37.72,Hot Chocolate,0.00:11:02
5/26/2024,card,27.92,Americano,0.00:13:14
5/26/2024,card,37.72,Latte,0.00:39:18
5/26/2024,card,37.72,Hot Chocolate,0.00:59:15
5/26/2024,card,37.72,Cappuccino,0.00:00:05
5/26/2024,card,27.92,Cortado,0.00:02:36
5/26/2024,card,37.72,Cappuccino,0.00:03:51
5/26/2024,card,37.72,Latte,0.00:04:58
5/26/2024,card,37.72,Cappuccino,0.00:06:02
5/27/2024,card,27.92,Americano,0.00:34:55
5/27/2024,card,32.82,Americano with Milk,0.00:05:21
5/27/2024,card,37.72,Cocoa,0.00:06:43
5/27/2024,card,27.92,Americano,0.00:11:34
5/27/2024,card,27.92,Americano,0.00:14:05
5/27/2024,card,37.72,Latte,0.00:50:55
5/27/2024,card,27.92,Americano,0.00:00:51
5/27/2024,card,37.72,Latte,0.00:16:27
5/27/2024,card,37.72,Latte,0.00:17:38
5/27/2024,card,32.82,Americano with Milk,0.00:29:07
5/27/2024,card,37.72,Cappuccino,0.00:30:19
5/28/2024,card,32.82,Americano with Milk,0.00:37:09
5/28/2024,card,32.82,Americano with Milk,0.00:20:10
5/28/2024,card,37.72,Cappuccino,0.00:48:18
5/28/2024,card,37.72,Cappuccino,0.00:14:40
5/28/2024,card,37.72,Cocoa,0.00:10:53
5/28/2024,card,27.92,Cortado,0.00:25:39
5/28/2024,cash,39,Cappuccino,0.00:21:44
5/28/2024,card,27.92,Americano,0.00:09:29
5/28/2024,card,37.72,Latte,0.00:10:31
5/28/2024,card,32.82,Americano with Milk,0.00:24:32
5/28/2024,card,27.92,Americano,0.00:50:19
5/29/2024,card,37.72,Latte,0.00:14:43
5/29/2024,cash,39,Latte,0.00:48:46
5/29/2024,card,37.72,Hot Chocolate,0.00:14:02
5/29/2024,card,27.92,Americano,0.00:10:48
5/29/2024,card,37.72,Latte,0.00:22:56
5/29/2024,card,37.72,Cappuccino,0.00:45:12
5/29/2024,card,37.72,Latte,0.00:45:03
5/29/2024,card,27.92,Cortado,0.00:24:03
5/29/2024,card,37.72,Latte,0.00:24:59
5/29/2024,card,37.72,Hot Chocolate,0.00:30:42
5/29/2024,card,37.72,Cocoa,0.00:32:35
5/30/2024,card,37.72,Cappuccino,0.00:29:06
5/30/2024,card,37.72,Latte,0.00:30:21
5/30/2024,card,32.82,Americano with Milk,0.00:37:05
5/30/2024,card,37.72,Latte,0.00:47:59
5/30/2024,card,32.82,Americano with Milk,0.00:56:15
5/30/2024,card,23.02,Espresso,0.00:16:15
5/30/2024,card,23.02,Espresso,0.00:17:38
5/30/2024,card,37.72,Cappuccino,0.00:53:11
5/30/2024,card,37.72,Latte,0.00:31:05
5/30/2024,card,37.72,Hot Chocolate,0.00:46:13
5/30/2024,card,32.82,Americano with Milk,0.00:47:21
5/31/2024,card,32.82,Americano with Milk,0.00:53:57
5/31/2024,card,37.72,Latte,0.00:21:07
5/31/2024,cash,39,Latte,0.00:23:58
5/31/2024,card,37.72,Hot Chocolate,0.00:38:07
5/31/2024,card,37.72,Cocoa,0.00:39:06
5/31/2024,card,32.82,Americano with Milk,0.00:50:13
5/31/2024,card,37.72,Latte,0.00:23:44
5/31/2024,card,37.72,Latte,0.00:25:03
5/31/2024,card,37.72,Cappuccino,0.00:06:39
5/31/2024,card,32.82,Americano with Milk,0.00:33:06
5/31/2024,card,37.72,Latte,0.00:34:32
5/31/2024,card,37.72,Cappuccino,0.00:05:47
5/31/2024,card,32.82,Americano with Milk,0.00:06:52
5/31/2024,card,27.92,Cortado,0.00:07:55
6/1/2024,card,27.92,Cortado,0.00:27:01
6/1/2024,card,37.72,Latte,0.00:48:24
6/1/2024,card,37.72,Latte,0.00:38:09
6/1/2024,card,32.82,Americano with Milk,0.00:28:53
6/1/2024,card,32.82,Americano with Milk,0.00:20:12
6/1/2024,card,32.82,Americano with Milk,0.00:21:15
6/1/2024,card,37.72,Cappuccino,0.00:50:10
6/1/2024,card,37.72,Cappuccino,0.00:51:13
6/1/2024,cash,39,Cocoa,0.00:54:59
6/1/2024,card,37.72,Cocoa,0.00:59:09
6/1/2024,card,32.82,Americano with Milk,0.00:51:05
6/2/2024,card,37.72,Latte,0.00:03:25
6/2/2024,card,32.82,Americano with Milk,0.00:24:02
6/2/2024,card,37.72,Cappuccino,0.00:25:07
6/2/2024,card,32.82,Americano with Milk,0.00:07:20
6/2/2024,card,37.72,Latte,0.00:30:12
6/2/2024,cash,34,Americano with Milk,0.00:43:10
6/3/2024,card,37.72,Latte,0.00:12:04
6/3/2024,card,37.72,Latte,0.00:27:49
6/3/2024,card,37.72,Cappuccino,0.00:31:42
6/3/2024,card,32.82,Americano with Milk,0.00:33:01
6/3/2024,card,37.72,Latte,0.00:34:06
6/3/2024,cash,34,Americano with Milk,0.00:42:51
6/3/2024,cash,34,Americano with Milk,0.00:43:37
6/4/2024,card,27.92,Cortado,0.00:23:42
6/4/2024,card,32.82,Americano with Milk,0.00:27:14
6/4/2024,card,37.72,Latte,0.00:02:10
6/4/2024,card,37.72,Hot Chocolate,0.00:05:29
6/4/2024,card,37.72,Latte,0.00:30:32
6/4/2024,card,27.92,Cortado,0.00:46:36
6/4/2024,card,37.72,Cappuccino,0.00:47:28
6/4/2024,card,37.72,Hot Chocolate,0.00:13:01
6/4/2024,card,37.72,Cappuccino,0.00:50:33
6/4/2024,card,27.92,Cortado,0.00:31:58
6/4/2024,card,32.82,Americano with Milk,0.00:33:02
6/4/2024,card,32.82,Americano with Milk,0.00:34:55
6/4/2024,card,32.82,Americano with Milk,0.00:36:06
6/4/2024,card,32.82,Americano with Milk,0.00:37:15
6/5/2024,card,37.72,Cappuccino,0.00:21:49
6/5/2024,card,37.72,Cappuccino,0.00:23:06
6/5/2024,card,27.92,Americano,0.00:22:43
6/5/2024,card,37.72,Latte,0.00:28:50
6/5/2024,card,32.82,Americano with Milk,0.00:40:53
6/5/2024,card,32.82,Americano with Milk,0.00:43:57
6/5/2024,card,37.72,Latte,0.00:59:53
6/5/2024,card,37.72,Cocoa,0.00:10:47
6/5/2024,card,27.92,Cortado,0.00:12:01
6/6/2024,card,32.82,Americano with Milk,0.00:52:56
6/6/2024,card,32.82,Americano with Milk,0.00:54:08
6/6/2024,card,37.72,Latte,0.00:36:09
6/6/2024,card,27.92,Americano,0.00:17:41
6/6/2024,card,32.82,Americano with Milk,0.00:11:14
6/6/2024,card,37.72,Cappuccino,0.00:24:06
6/6/2024,card,37.72,Latte,0.00:14:05
6/6/2024,card,37.72,Latte,0.00:15:42
6/6/2024,card,37.72,Cappuccino,0.00:18:26
6/6/2024,card,32.82,Americano with Milk,0.00:19:30
6/6/2024,card,37.72,Latte,0.00:21:04
6/7/2024,card,37.72,Cappuccino,0.00:18:04
6/7/2024,card,23.02,Espresso,0.00:35:28
6/7/2024,card,32.82,Americano with Milk,0.00:34:18
6/7/2024,card,27.92,Cortado,0.00:45:42
6/7/2024,card,27.92,Cortado,0.00:47:15
6/8/2024,card,27.92,Cortado,0.00:04:20
6/8/2024,card,32.82,Americano with Milk,0.00:26:11
6/8/2024,card,37.72,Cappuccino,0.00:24:54
6/8/2024,card,37.72,Cappuccino,0.00:25:56
6/9/2024,card,37.72,Latte,0.00:15:52
6/9/2024,card,37.72,Latte,0.00:30:04
6/9/2024,card,37.72,Cappuccino,0.00:52:05
6/9/2024,card,27.92,Cortado,0.00:04:41
6/9/2024,card,23.02,Espresso,0.00:07:08
6/9/2024,card,37.72,Cappuccino,0.00:52:49
6/9/2024,card,32.82,Americano with Milk,0.00:11:23
6/9/2024,card,37.72,Latte,0.00:13:08
6/9/2024,card,37.72,Latte,0.00:14:10
6/9/2024,card,27.92,Cortado,0.00:10:30
6/9/2024,card,37.72,Cappuccino,0.00:17:28
6/9/2024,card,32.82,Americano with Milk,0.00:21:19
6/9/2024,card,27.92,Americano,0.00:05:08
6/10/2024,card,37.72,Cappuccino,0.00:47:49
6/10/2024,card,37.72,Latte,0.00:56:48
6/10/2024,card,37.72,Hot Chocolate,0.00:04:28
6/10/2024,card,37.72,Hot Chocolate,0.00:05:22
6/10/2024,card,37.72,Latte,0.00:37:23
6/10/2024,card,37.72,Latte,0.00:38:19
6/11/2024,card,32.82,Americano with Milk,0.00:38:04
6/11/2024,card,37.72,Latte,0.00:48:25
6/11/2024,card,37.72,Latte,0.00:49:36
6/11/2024,card,37.72,Hot Chocolate,0.00:17:03
6/11/2024,card,32.82,Americano with Milk,0.00:27:41
6/11/2024,card,32.82,Americano with Milk,0.00:28:50
6/12/2024,card,37.72,Hot Chocolate,0.00:18:18
6/12/2024,card,37.72,Cappuccino,0.00:51:43
6/12/2024,card,37.72,Latte,0.00:41:17
6/12/2024,card,37.72,Latte,0.00:47:27
6/12/2024,card,37.72,Hot Chocolate,0.00:16:33
6/12/2024,card,32.82,Americano with Milk,0.00:25:34
6/13/2024,card,27.92,Americano,0.00:54:24
6/13/2024,card,37.72,Latte,0.00:57:25
6/13/2024,card,32.82,Americano with Milk,0.00:50:25
6/13/2024,card,27.92,Cortado,0.00:57:11
6/13/2024,card,32.82,Americano with Milk,0.00:04:58
6/13/2024,card,37.72,Hot Chocolate,0.00:27:46
6/13/2024,card,37.72,Latte,0.00:22:19
6/13/2024,card,32.82,Americano with Milk,0.00:20:51
6/13/2024,card,23.02,Espresso,0.00:43:46
6/13/2024,card,23.02,Espresso,0.00:45:00
6/13/2024,card,32.82,Americano with Milk,0.00:48:17
6/13/2024,card,32.82,Americano with Milk,0.00:02:28
6/14/2024,card,27.92,Cortado,0.00:46:13
6/14/2024,card,27.92,Americano,0.00:30:31
6/14/2024,card,37.72,Latte,0.00:14:41
6/14/2024,card,32.82,Americano with Milk,0.00:29:53
6/15/2024,card,37.72,Cappuccino,0.00:26:02
6/15/2024,card,37.72,Latte,0.00:21:28
6/15/2024,card,32.82,Americano with Milk,0.00:22:46
6/15/2024,card,23.02,Espresso,0.00:23:52
6/15/2024,card,37.72,Cocoa,0.00:24:35
6/15/2024,card,32.82,Americano with Milk,0.00:25:24
6/15/2024,card,32.82,Americano with Milk,0.00:03:29
6/15/2024,card,27.92,Americano,0.00:14:04
6/16/2024,card,32.82,Americano with Milk,0.00:43:51
6/16/2024,card,37.72,Latte,0.00:58:41
6/16/2024,card,37.72,Hot Chocolate,0.00:00:38
6/16/2024,card,37.72,Hot Chocolate,0.00:01:41
6/16/2024,card,32.82,Americano with Milk,0.00:49:27
6/16/2024,card,23.02,Espresso,0.00:00:39
6/16/2024,card,32.82,Americano with Milk,0.00:02:36
6/16/2024,card,32.82,Americano with Milk,0.00:05:10
6/16/2024,card,37.72,Hot Chocolate,0.00:43:59
6/16/2024,card,37.72,Hot Chocolate,0.00:47:36
6/16/2024,card,32.82,Americano with Milk,0.00:45:17
6/16/2024,card,32.82,Americano with Milk,0.00:46:16
6/17/2024,card,27.92,Americano,0.00:57:24
6/17/2024,card,27.92,Cortado,0.00:12:05
6/17/2024,card,27.92,Cortado,0.00:13:37
6/17/2024,card,37.72,Cappuccino,0.00:55:51
6/17/2024,card,37.72,Cappuccino,0.00:51:35
6/17/2024,card,37.72,Cappuccino,0.00:50:13
6/17/2024,card,37.72,Cappuccino,0.00:51:11
6/17/2024,card,27.92,Americano,0.00:52:36
6/17/2024,card,27.92,Americano,0.00:51:19
6/17/2024,card,32.82,Americano with Milk,0.00:16:11
6/18/2024,card,27.92,Americano,0.00:04:06
6/18/2024,card,37.72,Cappuccino,0.00:05:12
6/18/2024,card,37.72,Cappuccino,0.00:20:40
6/18/2024,card,37.72,Cappuccino,0.00:21:38
6/18/2024,card,27.92,Cortado,0.00:35:49
6/18/2024,card,32.82,Americano with Milk,0.00:20:49
6/18/2024,card,32.82,Americano with Milk,0.00:22:18
6/19/2024,card,37.72,Latte,0.00:47:19
6/19/2024,card,27.92,Cortado,0.00:17:54
6/19/2024,card,27.92,Americano,0.00:54:00
6/19/2024,card,37.72,Latte,0.00:11:27
6/19/2024,card,37.72,Cocoa,0.00:12:31
6/19/2024,card,32.82,Americano with Milk,0.00:21:36
6/19/2024,card,37.72,Cappuccino,0.00:28:43
6/19/2024,card,37.72,Latte,0.00:29:59
6/19/2024,card,32.82,Americano with Milk,0.00:31:31
6/19/2024,card,37.72,Cappuccino,0.00:28:59
6/19/2024,card,32.82,Americano with Milk,0.00:30:03
6/20/2024,card,37.72,Latte,0.00:50:06
6/20/2024,card,37.72,Latte,0.00:59:02
6/20/2024,card,37.72,Latte,0.00:00:00
6/20/2024,card,37.72,Latte,0.00:39:10
6/20/2024,card,37.72,Latte,0.00:57:40
6/20/2024,card,32.82,Americano with Milk,0.00:59:17
6/21/2024,card,37.72,Latte,0.00:59:55
6/21/2024,card,27.92,Americano,0.00:01:40
6/21/2024,card,32.82,Americano with Milk,0.00:19:19
6/21/2024,card,32.82,Americano with Milk,0.00:20:31
6/21/2024,card,23.02,Espresso,0.00:12:16
6/21/2024,card,37.72,Latte,0.00:30:26
6/21/2024,card,37.72,Cappuccino,0.00:47:06
6/21/2024,card,37.72,Cappuccino,0.00:48:06
6/21/2024,card,37.72,Cappuccino,0.00:49:54
6/21/2024,card,37.72,Cappuccino,0.00:51:00
6/21/2024,card,27.92,Americano,0.00:52:18
6/21/2024,card,32.82,Americano with Milk,0.00:55:37
6/22/2024,card,27.92,Cortado,0.00:39:50
6/22/2024,card,32.82,Americano with Milk,0.00:37:48
6/22/2024,card,32.82,Americano with Milk,0.00:53:15
6/22/2024,card,37.72,Latte,0.00:37:20
6/22/2024,card,37.72,Cappuccino,0.00:10:23
6/23/2024,card,32.82,Americano with Milk,0.00:12:01
6/23/2024,card,32.82,Americano with Milk,0.00:13:50
6/23/2024,card,37.72,Cappuccino,0.00:06:47
6/23/2024,card,37.72,Latte,0.00:29:07
6/23/2024,card,37.72,Cappuccino,0.00:30:36
6/24/2024,card,32.82,Americano with Milk,0.00:44:39
6/24/2024,card,37.72,Cappuccino,0.00:49:36
6/24/2024,card,37.72,Cappuccino,0.00:50:44
6/24/2024,card,37.72,Latte,0.00:02:29
6/24/2024,card,37.72,Cappuccino,0.00:46:00
6/24/2024,card,37.72,Cappuccino,0.00:47:00
6/25/2024,card,37.72,Latte,0.00:19:24
6/25/2024,card,32.82,Americano with Milk,0.00:28:26
6/25/2024,card,32.82,Americano with Milk,0.00:29:42
6/25/2024,card,37.72,Cappuccino,0.00:34:52
6/26/2024,card,37.72,Latte,0.00:33:01
6/26/2024,card,23.02,Espresso,0.00:32:29
6/26/2024,card,27.92,Americano,0.00:34:01
6/26/2024,card,37.72,Latte,0.00:21:53
6/26/2024,card,37.72,Cappuccino,0.00:27:00
6/26/2024,card,32.82,Americano with Milk,0.00:28:14
6/27/2024,card,32.82,Americano with Milk,0.00:15:43
6/27/2024,card,27.92,Cortado,0.00:11:48
6/27/2024,card,32.82,Americano with Milk,0.00:44:03
6/27/2024,card,37.72,Cappuccino,0.00:50:31
6/28/2024,card,27.92,Cortado,0.00:08:35
6/28/2024,card,23.02,Espresso,0.00:51:54
6/28/2024,card,32.82,Americano with Milk,0.00:50:55
6/28/2024,card,37.72,Latte,0.00:52:01
6/28/2024,card,37.72,Cappuccino,0.00:28:20
6/29/2024,card,32.82,Americano with Milk,0.00:47:10
6/29/2024,card,32.82,Americano with Milk,0.00:40:19
6/29/2024,card,32.82,Americano with Milk,0.00:41:26
6/29/2024,card,37.72,Cappuccino,0.00:30:24
6/29/2024,card,37.72,Cappuccino,0.00:31:42
6/29/2024,card,37.72,Cappuccino,0.00:23:43
6/29/2024,card,37.72,Hot Chocolate,0.00:24:52
6/29/2024,card,37.72,Latte,0.00:27:22
6/30/2024,card,37.72,Latte,0.00:28:09
6/30/2024,card,23.02,Espresso,0.00:05:50
6/30/2024,card,37.72,Hot Chocolate,0.00:54:41
6/30/2024,card,32.82,Americano with Milk,0.00:04:09
7/1/2024,card,23.02,Espresso,0.00:07:26
7/1/2024,card,37.72,Cappuccino,0.00:56:51
7/1/2024,card,37.72,Cappuccino,0.00:57:54
7/2/2024,card,32.82,Americano with Milk,0.00:42:54
7/2/2024,card,27.92,Americano,0.00:45:00
7/2/2024,card,37.72,Latte,0.00:48:05
7/2/2024,card,27.92,Americano,0.00:03:13
7/2/2024,card,32.82,Americano with Milk,0.00:31:24
7/2/2024,card,32.82,Americano with Milk,0.00:02:23
7/3/2024,card,32.82,Americano with Milk,0.00:51:14
7/3/2024,card,37.72,Cappuccino,0.00:01:16
7/3/2024,card,37.72,Cappuccino,0.00:50:25
7/3/2024,card,32.82,Americano with Milk,0.00:53:15
7/3/2024,card,32.82,Americano with Milk,0.00:54:22
7/3/2024,card,37.72,Latte,0.00:55:31
7/3/2024,card,23.02,Espresso,0.00:59:25
7/3/2024,card,37.72,Cappuccino,0.00:59:01
7/3/2024,card,37.72,Latte,0.00:06:09
7/4/2024,card,32.82,Americano with Milk,0.00:26:23
7/4/2024,card,27.92,Americano,0.00:27:30
7/5/2024,card,37.72,Cocoa,0.00:20:28
7/5/2024,card,32.82,Americano with Milk,0.00:43:43
7/5/2024,card,32.82,Americano with Milk,0.00:44:43
7/5/2024,card,23.02,Espresso,0.00:55:56
7/5/2024,card,27.92,Americano,0.00:55:07
7/5/2024,card,23.02,Espresso,0.00:11:56
7/5/2024,card,27.92,Americano,0.00:18:03
7/5/2024,card,27.92,Americano,0.00:18:56
7/5/2024,card,37.72,Cappuccino,0.00:20:01
7/5/2024,card,32.82,Americano with Milk,0.00:21:09
7/6/2024,card,37.72,Latte,0.00:28:06
7/6/2024,card,32.82,Latte,0.00:15:46
7/6/2024,card,32.82,Latte,0.00:17:01
7/6/2024,card,32.82,Latte,0.00:09:46
7/6/2024,card,27.92,Americano with Milk,0.00:10:39
7/7/2024,card,32.82,Cappuccino,0.00:04:20
7/7/2024,card,27.92,Americano with Milk,0.00:14:29
7/7/2024,card,27.92,Americano with Milk,0.00:15:36
7/7/2024,card,32.82,Cappuccino,0.00:28:48
7/7/2024,card,32.82,Cappuccino,0.00:29:56
7/7/2024,card,32.82,Hot Chocolate,0.00:56:30
7/7/2024,card,32.82,Cocoa,0.00:57:47
7/7/2024,card,32.82,Latte,0.00:07:50
7/7/2024,card,32.82,Cappuccino,0.00:33:27
7/7/2024,card,32.82,Hot Chocolate,0.00:01:31
7/7/2024,card,27.92,Americano with Milk,0.00:33:36
7/8/2024,card,32.82,Latte,0.00:33:07
7/8/2024,card,23.02,Americano,0.00:02:50
7/8/2024,card,23.02,Americano,0.00:40:24
7/8/2024,card,27.92,Americano with Milk,0.00:30:35
7/8/2024,card,32.82,Latte,0.00:14:46
7/9/2024,card,27.92,Americano with Milk,0.00:26:52
7/9/2024,card,27.92,Americano with Milk,0.00:40:28
7/9/2024,card,27.92,Americano with Milk,0.00:21:36
7/9/2024,card,32.82,Cappuccino,0.00:22:49
7/9/2024,card,27.92,Americano with Milk,0.00:42:59
7/10/2024,card,23.02,Americano,0.00:10:41
7/10/2024,card,27.92,Americano with Milk,0.00:28:53
7/10/2024,card,32.82,Latte,0.00:13:10
7/11/2024,card,32.82,Hot Chocolate,0.00:27:27
7/11/2024,card,27.92,Americano with Milk,0.00:48:18
7/11/2024,card,32.82,Latte,0.00:22:13
7/11/2024,card,23.02,Americano,0.00:30:58
7/12/2024,card,23.02,Cortado,0.00:03:17
7/12/2024,card,32.82,Hot Chocolate,0.00:48:33
7/12/2024,card,32.82,Hot Chocolate,0.00:33:25
7/12/2024,card,32.82,Hot Chocolate,0.00:34:14
7/12/2024,card,32.82,Hot Chocolate,0.00:35:29
7/13/2024,card,32.82,Latte,0.00:38:10
7/13/2024,card,32.82,Latte,0.00:41:38
7/14/2024,card,23.02,Americano,0.00:54:24
7/14/2024,card,27.92,Americano with Milk,0.00:55:30
7/14/2024,card,32.82,Cappuccino,0.00:56:30
7/14/2024,card,32.82,Latte,0.00:57:54
7/14/2024,card,23.02,Americano,0.00:02:11
7/14/2024,card,32.82,Latte,0.00:31:30
7/15/2024,card,32.82,Cappuccino,0.00:33:05
7/16/2024,card,27.92,Americano with Milk,0.00:23:37
7/16/2024,card,32.82,Hot Chocolate,0.00:29:25
7/17/2024,card,27.92,Americano with Milk,0.00:04:59
7/18/2024,card,27.92,Americano with Milk,0.00:10:13
7/18/2024,card,18.12,Espresso,0.00:11:23
7/18/2024,card,23.02,Americano,0.00:32:59
7/18/2024,card,23.02,Americano,0.00:34:48
7/18/2024,card,23.02,Cortado,0.00:35:51
7/18/2024,card,32.82,Latte,0.00:23:33
7/18/2024,card,32.82,Cappuccino,0.00:18:23
7/18/2024,card,32.82,Latte,0.00:30:50
7/18/2024,card,32.82,Hot Chocolate,0.00:19:41
7/18/2024,card,32.82,Latte,0.00:21:59
7/18/2024,card,32.82,Latte,0.00:46:18
7/19/2024,card,23.02,Americano,0.00:03:02
7/19/2024,card,27.92,Americano with Milk,0.00:16:20
7/19/2024,card,32.82,Latte,0.00:58:37
7/19/2024,card,27.92,Americano with Milk,0.00:59:55
7/19/2024,card,32.82,Latte,0.00:09:20
7/19/2024,card,32.82,Cocoa,0.00:11:22
7/19/2024,card,32.82,Latte,0.00:36:19
7/19/2024,card,32.82,Latte,0.00:37:35
7/20/2024,card,23.02,Americano,0.00:05:44
7/20/2024,card,32.82,Latte,0.00:06:48
7/20/2024,card,23.02,Americano,0.00:07:51
7/20/2024,card,32.82,Latte,0.00:00:53
7/20/2024,card,32.82,Latte,0.00:02:27
7/20/2024,card,23.02,Americano,0.00:39:21
7/20/2024,card,32.82,Latte,0.00:15:09
7/21/2024,card,32.82,Cocoa,0.00:30:55
7/21/2024,card,32.82,Cappuccino,0.00:39:28
7/21/2024,card,23.02,Cortado,0.00:34:30
7/21/2024,card,32.82,Latte,0.00:42:31
7/22/2024,card,23.02,Americano,0.00:13:23
7/22/2024,card,23.02,Americano,0.00:40:49
7/22/2024,card,27.92,Americano with Milk,0.00:15:37
7/22/2024,card,32.82,Latte,0.00:44:37
7/23/2024,card,32.82,Latte,0.00:12:56
7/23/2024,card,23.02,Americano,0.00:40:19
7/23/2024,card,27.92,Americano with Milk,0.00:44:53
7/23/2024,card,32.82,Cocoa,0.00:49:25
7/23/2024,card,32.82,Latte,0.00:51:10
7/23/2024,card,23.02,Americano,0.00:01:45
7/23/2024,card,27.92,Americano with Milk,0.00:03:36
7/23/2024,card,27.92,Americano with Milk,0.00:20:05
7/23/2024,card,32.82,Latte,0.00:21:01
7/23/2024,card,32.82,Latte,0.00:01:40
7/23/2024,card,23.02,Americano,0.00:23:13
7/23/2024,card,23.02,Americano,0.00:24:22
7/24/2024,card,27.92,Americano with Milk,0.00:16:09
7/24/2024,card,27.92,Americano with Milk,0.00:38:55
7/24/2024,card,18.12,Espresso,0.00:54:37
7/24/2024,card,32.82,Cappuccino,0.00:43:53
7/24/2024,card,32.82,Latte,0.00:55:13
7/24/2024,card,18.12,Espresso,0.00:45:49
7/24/2024,card,32.82,Latte,0.00:18:30
7/24/2024,card,32.82,Cappuccino,0.00:15:05
7/24/2024,card,32.82,Cappuccino,0.00:16:59
7/24/2024,card,27.92,Americano with Milk,0.00:17:36
7/24/2024,card,23.02,Americano,0.00:18:41
7/24/2024,card,23.02,Americano,0.00:25:17
7/25/2024,card,23.02,Americano,0.00:54:47
7/25/2024,card,32.82,Latte,0.00:49:18
7/25/2024,card,27.92,Americano with Milk,0.00:29:44
7/25/2024,card,23.02,Americano,0.00:26:04
7/25/2024,card,32.82,Cappuccino,0.00:25:06
